Symbol,Company Name,NSE Macro Sector,NSE Sector,NSE Industry,Heatmap Sector
EDELWEISS,Edelweiss Financial Services Limited,Financial Services,Finance,Financial Conglomerates,Banking & Finance
EFCIL,EFC (I) Limited,Real Estate,Realty,Real Estate Services,Realty
EICHERMOT,Eicher Motors Limited,Consumer Cyclical,Automobile,Automobile,Auto
EIDPARRY,EID Parry India Limited,Consumer Defensive,FMCG,Food Processing,FMCG
EIEL,Enviro Infra Engineers Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
EIFFL,Euro India Fresh Foods Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
EIHAHOTELS,EIH Associated Hotels Limited,Consumer Cyclical,Hospitality,Hotels & Lodging,Hospitality & Travel
EIHOTEL,EIH Limited,Consumer Cyclical,Services,Consumer Services,Services
EIMCOELECO,Eimco Elecon (India) Limited,Industrials,Capital Goods,Farm & Heavy Construction Machinery,Capital Goods
EKC,Everest Kanto Cylinder Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
ELDEHSG,Eldeco Housing And Industries Limited,Real Estate,Realty,Real Estate Services,Realty
ELECON,Elecon Engineering Company Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
ELECTCAST,Electrosteel Castings Limited,Industrials,Capital Goods,Building Products & Equipment,Capital Goods
ELECTHERM,Electrotherm (India) Limited,Basic Materials,Metals,Iron & Steel,Metals & Mining
ELGIEQUIP,Elgi Equipments Limited,Industrials,Capital Goods,Industrial Machinery,Capital Goods
ELGIRUBCO,Elgi Rubber Company Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
ELIN,Elin Electronics Limited,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
ELLEN,Ellenbarrie Industrial Gases Limited,Basic Materials,Chemicals,Chemicals,Chemicals
EMAMILTD,Emami Limited,Consumer Defensive,FMCG,Beauty & Personal Care,FMCG
EMAMIPAP,Emami Paper Mills Limited,Basic Materials,Paper,Paper & Pulp,Paper & Pulp
EMAMIREAL,Emami Realty Limited,Real Estate,Realty,Real Estate Development,Realty
EMBDL,Embassy Developments Limited,Real Estate,Realty,Real Estate - Diversified,Realty
EMCURE,Emcure Pharmaceuticals Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
EMIL,Electronics Mart India Limited,Consumer Cyclical,Retail,Specialty Retail,Consumer Goods
EMKAY,Emkay Global Financial Services Limited,Financial Services,Finance,Capital Markets,Banking & Finance
EMMBI,Emmbi Industries Limited,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
EMMVEE,Emmvee Photovoltaic Power Limited,Technology,Clean Energy,Solar Technology,Energy & Power
EMSLIMITED,EMS Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
EMUDHRA,eMudhra Limited,Technology,Software,Software - Application,IT
ENDURANCE,Endurance Technologies Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
ENERGYDEV,Energy Development Company Limited,Utilities,Power,Regulated Electric Utilities,Energy & Power
ENGINERSIN,Engineers India Limited,Consumer Cyclical,Hospitality,Hospitality,Hospitality & Travel
ENIL,Entertainment Network (India) Limited,Communication Services,Media,Broadcasting,Media & Telecom
ENRIN,Siemens Energy India Limited,Utilities,Power,Power Generation & Distribution,Energy & Power
ENTERO,Entero Healthcare Solutions Limited,Healthcare,Healthcare Services,Medical Distribution,Pharma & Healthcare
EPACK,EPACK Durable Limited,Consumer Cyclical,Consumer Goods,"Furnishings, Fixtures & Appliances",Consumer Goods
EPACKPEB,EPack Prefab Technologies Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
EPIGRAL,Epigral Limited,Basic Materials,Chemicals,Chemicals,Chemicals
EPL,EPL Limited,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
EQUIPPP,Equippp Social Impact Technologies Limited,Technology,IT Services & Consulting,IT Services,IT
EQUITASBNK,Equitas Small Finance Bank Limited,Financial Services,Banking,Banks,Banking & Finance
ERIS,Eris Lifesciences Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
ESABINDIA,Esab India Limited,Industrials,Capital Goods,Tools & Accessories,Capital Goods
ESAFSFB,ESAF Small Finance Bank Limited,Financial Services,Banking,Banks - Regional,Banking & Finance
ESCORTS,Escorts Kubota Limited,Consumer Cyclical,Automobile,Automobile,Auto
ESSARSHPNG,Essar Shipping Limited,Industrials,Logistics,Marine Shipping,Logistics
ESSENTIA,Integra Essentia Limited,Consumer Defensive,FMCG,Food Distribution,FMCG
ESTER,Ester Industries Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
ETERNAL,ETERNAL LIMITED,Consumer Cyclical,Services,Consumer Services,Services
ETHOSLTD,Ethos Limited,Consumer Cyclical,Retail,Luxury Goods,Consumer Goods
EUREKAFORB,Eureka Forbes Limited,Industrials,Capital Goods,Consumer Electronics,Consumer Goods
EUROBOND,Euro Panel Products Limited,Industrials,Capital Goods,Building Products & Equipment,Capital Goods
EUROPRATIK,Euro Pratik Sales Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
EUROTEXIND,Eurotex Industries and Exports Limited,Real Estate,Realty,Real Estate Development,Realty
EVEREADY,Eveready Industries India Limited,Industrials,Capital Goods,Consumer Electronics,Consumer Goods
EVERESTIND,Everest Industries Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
EXCEL,Excel Realty N Infra Limited,Industrials,Diversified,Conglomerates,Capital Goods
EXCELINDUS,Excel Industries Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
EXCELSOFT,Excelsoft Technologies Limited,Technology,Software,Software - Application,IT
EXICOM,Exicom Tele-Systems Limited,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
EXIDEIND,Exide Industries Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
EXPLEOSOL,Expleo Solutions Limited,Technology,IT Services & Consulting,IT Services,IT
EXXARO,Exxaro Tiles Limited,Industrials,Capital Goods,Building Products & Equipment,Capital Goods
FABTECH,Fabtech Technologies Limited,Healthcare,Healthcare Services,Health Information Services,Pharma & Healthcare
FACT,Fertilizers and Chemicals Travancore Limited,Basic Materials,Chemicals,Chemicals,Chemicals
FAIRCHEMOR,Fairchem Organics Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
FAZE3Q,Faze Three Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
FCL,Fineotex Chemical Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
FCSSOFT,FCS Software Solutions Limited,Technology,IT Services & Consulting,IT Services,IT
FDC,FDC Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
FEDERALBNK,The Federal Bank  Limited,Financial Services,Finance,Financial Services,Banking & Finance
FEDFINA,Fedbank Financial Services Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
FEL,Future Enterprises Limited,Consumer Cyclical,Retail,Department Stores,Consumer Goods
FELDVR,Future Enterprises Limited,Consumer Cyclical,Retail,Department Stores,Consumer Goods
FIBERWEB,Fiberweb (India) Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
FIEMIND,Fiem Industries Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
FILATEX,Filatex India Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
FILATFASH,Filatex Fashions Limited,Consumer Cyclical,Textile,Apparel Manufacturing,Textiles & Apparel
FINCABLES,Finolex Cables Limited,Industrials,Capital Goods,Electrical Equipment,Capital Goods
FINEORG,Fine Organic Industries Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
FINKURVE,Finkurve Financial Services Limited,Financial Services,Finance,Credit Services,Banking & Finance
FINOPB,Fino Payments Bank Limited,Financial Services,Banking,Banks,Banking & Finance
FINPIPE,Finolex Industries Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
FIRSTCRY,Brainbees Solutions Limited,Consumer Cyclical,Services,Consumer Services,Services
FISCHER,Fischer Medical Ventures Limited,Healthcare,Medical Devices,Medical Devices,Pharma & Healthcare
FIVESTAR,Five-Star Business Finance Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
FLAIR,Flair Writing Industries Limited,Industrials,Capital Goods,Business Equipment & Supplies,Capital Goods
FLEXITUFF,Flexituff Ventures International Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
FLFL,Future Lifestyle Fashions Limited,Consumer Cyclical,Textile,Apparel Manufacturing,Textiles & Apparel
FLUOROCHEM,Gujarat Fluorochemicals Limited,Basic Materials,Chemicals,Chemicals,Chemicals
FMGOETZE,Federal-Mogul Goetze (India) Limited.,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
FMNL,Future Market Networks Limited,Real Estate,Realty,Real Estate Services,Realty
FOCUS,Focus Lighting and Fixtures Limited,Consumer Cyclical,Consumer Goods,"Furnishings, Fixtures & Appliances",Consumer Goods
FOODSIN,Foods & Inns Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
FORCEMOT,FORCE MOTORS LTD,Consumer Cyclical,Automobile,Automobile,Auto
FORTIS,Fortis Healthcare Limited,Healthcare,Healthcare Services,Healthcare Services,Pharma & Healthcare
FOSECOIND,Foseco India Limited,Basic Materials,Chemicals,Chemicals,Chemicals
FSL,Firstsource Solutions Limited,Industrials,Services,Diversified Services,Services
FUSION,Fusion Finance Limited,Financial Services,Finance,Credit Services,Banking & Finance
GABRIEL,Gabriel India Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
GAEL,Gujarat Ambuja Exports Limited,Consumer Defensive,FMCG,Agro Chemicals,FMCG
GAIL,GAIL (India) Limited,Energy,Oil & Gas,Oil & Gas,Oil & Gas
GALAPREC,Gala Precision Engineering Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
GALAXYSURF,Galaxy Surfactants Limited,Basic Materials,Chemicals,Chemicals,Chemicals
GALLANTT,Gallantt Ispat Limited,Basic Materials,Metals,Steel,Metals & Mining
GANDHAR,Gandhar Oil Refinery (India) Limited,Energy,Oil & Gas,Oil & Gas Refining & Marketing,Oil & Gas
GANDHITUBE,Gandhi Special Tubes Limited,Industrials,Capital Goods,Metal Fabrication,Capital Goods
GANECOS,Ganesha Ecosphere Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
GANESHBE,Ganesh Benzoplast Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
GANESHCP,Ganesh Consumer Products Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
GANESHHOU,GANESH HOUSING LIMITED,Real Estate,Realty,Real Estate Development,Realty
GANGAFORGE,Ganga Forging Limited,Industrials,Capital Goods,Metal Fabrication,Capital Goods
GANGESSECU,Ganges Securities Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
GARFIBRES,Garware Technical Fibres Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
GARUDA,Garuda Construction and Engineering Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
GATECH,GACM Technologies Limited,Financial Services,Finance,Asset Management,Banking & Finance
GATECHDVR,GACM Technologies Limited,Financial Services,Finance,Asset Management,Banking & Finance
GATEWAY,Gateway Distriparks Limited,Industrials,Logistics,Integrated Freight & Logistics,Logistics
GAYAHWS,Gayatri Highways Limited,Industrials,Infrastructure,Infrastructure Operations,Capital Goods
GCSL,Gretex Corporate Services Limited,Financial Services,Finance,Capital Markets,Banking & Finance
GEECEE,GeeCee Ventures Limited,Real Estate,Realty,Real Estate Development,Realty
GEEKAYWIRE,Geekay Wires Limited,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
GEMAROMA,Gem Aromatics Limited,Basic Materials,Chemicals,Chemicals,Chemicals
GENCON,Generic Engineering Construction and Projects Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
GENESYS,Genesys International Corporation Limited,Technology,IT Services & Consulting,IT Services,IT
GENSOL,Gensol Engineering Limited,Technology,Clean Energy,Solar Technology,Energy & Power
GENUSPAPER,Genus Paper & Boards Limited,Basic Materials,Paper,Paper & Pulp,Paper & Pulp
GENUSPOWER,Genus Power Infrastructures Limited,Industrials,Capital Goods,Consumer Electronics,Consumer Goods
GEOJITFSL,Geojit Financial Services Limited,Technology,IT Services & Consulting,BPO / ITeS,IT
GESHIP,The Great Eastern Shipping Company Limited,Industrials,Services,Diversified Services,Services
GFLLIMITED,GFL Limited,Financial Services,Finance,Asset Management,Banking & Finance
GHCL,GHCL Limited,Basic Materials,Chemicals,Chemicals,Chemicals
GHCLTEXTIL,GHCL Textiles Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
GICHSGFIN,GIC Housing Finance Limited,Financial Services,Finance,Mortgage Finance,Banking & Finance
GICRE,General Insurance Corporation of India,Financial Services,Finance,Financial Services,Banking & Finance
GILLANDERS,Gillanders Arbuthnot & Company Limited,Consumer Defensive,FMCG,Farm Products,FMCG
GILLETTE,Gillette India Limited,Consumer Defensive,FMCG,FMCG,FMCG
GINNIFILA,Ginni Filaments Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
GIPCL,Gujarat Industries Power Company Limited,Utilities,Power,Regulated Electric Utilities,Energy & Power
GKENERGY,GK Energy Limited,Utilities,Power,Renewable Power,Energy & Power
GKSL,Gujarat Kidney And Super Speciality Limited,Healthcare,Healthcare Services,Medical Care Facilities,Pharma & Healthcare
GKWLIMITED,GKW Limited,Industrials,Services,Specialty Business Services,Services
GLAND,Gland Pharma Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
GLOBAL,Global Education Limited,Consumer Defensive,Education,Education & Training,Services
GLOBALE,Globale Tessile Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
GLOBALVECT,Global Vectra Helicorp Limited,Industrials,Logistics,Airports & Air Services,Logistics
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
GLOBECIVIL,Globe Civil Projects Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
GLOBUSSPR,Globus Spirits Limited,Consumer Defensive,FMCG,Beverages - Alcoholic,FMCG
GLOSTERLTD,Gloster Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
GLOTTIS,Glottis Limited,Industrials,Logistics,Integrated Freight & Logistics,Logistics
GMBREW,GM Breweries Limited,Consumer Defensive,FMCG,Beverages - Alcoholic,FMCG
GMDCLTD,Gujarat Mineral Development Corporation Limited,Basic Materials,Metals,Metals & Mining,Metals & Mining
GMMPFAUDLR,GMM Pfaudler Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
GMRAIRPORT,GMR AIRPORTS LIMITED,Industrials,Services,Diversified Services,Services
GMRP&UI,GMR Power and Urban Infra Limited,Energy,Coal,Thermal Coal,Metals & Mining
GNA,GNA Axles Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Basic Materials,Chemicals,Chemicals,Chemicals
GOACARBON,Goa Carbon Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
GOCLCORP,GOCL Corporation Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
GOCOLORS,Go Fashion (India) Limited,Consumer Cyclical,Retail,Apparel Retail,Textiles & Apparel
GODAVARIB,Godavari Biorefineries Limited,Basic Materials,Chemicals,Chemicals,Chemicals
GODFRYPHLP,Godfrey Phillips India Limited,Consumer Defensive,FMCG,FMCG,FMCG
GODIGIT,Go Digit General Insurance Limited,Financial Services,Finance,Financial Services,Banking & Finance
GODREJAGRO,Godrej Agrovet Limited,Consumer Defensive,FMCG,Agriculture,FMCG
GODREJCP,Godrej Consumer Products Limited,Consumer Defensive,FMCG,FMCG,FMCG
GODREJIND,Godrej Industries Limited,Basic Materials,Chemicals,Chemicals,Chemicals
GODREJPROP,Godrej Properties Limited,Real Estate,Realty,Real Estate,Realty
GOKEX,Gokaldas Exports Limited,Consumer Cyclical,Textile,Fashion & Textile,Textiles & Apparel
GOKUL,Gokul Refoils and Solvent Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
GOKULAGRO,Gokul Agro Resources Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
GOLDENTOBC,Golden Tobacco Limited,Consumer Defensive,FMCG,Tobacco,FMCG
GOLDIAM,Goldiam International Limited,Consumer Cyclical,Retail,Luxury Goods,Consumer Goods
GOLDTECH,AION-TECH SOLUTIONS LIMITED,Technology,IT Services & Consulting,IT Services,IT
GOODLUCK,Goodluck India Limited,Basic Materials,Metals,Steel,Metals & Mining
GOPAL,Gopal Snacks Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
GOYALALUM,Goyal Aluminiums Limited,Basic Materials,Metals,Aluminium,Metals & Mining
GPIL,Godawari Power And Ispat limited,Industrials,Capital Goods,Capital Goods,Capital Goods
GPPL,Gujarat Pipavav Port Limited,Industrials,Logistics,Marine Shipping,Logistics
GPTHEALTH,GPT Healthcare Limited,Healthcare,Healthcare Services,Medical Care Facilities,Pharma & Healthcare
GPTINFRA,GPT Infraprojects Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
GRANULES,Granules India Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
GRAPHITE,Graphite India Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
GRASIM,Grasim Industries Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
GRAVITA,Gravita India Limited,Basic Materials,Metals,Metals & Mining,Metals & Mining
GREAVESCOT,Greaves Cotton Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
GREENLAM,Greenlam Industries Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
GREENPANEL,Greenpanel Industries Limited,Consumer Cyclical,Consumer Goods,Furniture & Furnishing,Consumer Goods
GREENPLY,Greenply Industries Limited,Basic Materials,Forest Materials,Wood & Laminates,Wood & Laminates
GREENPOWER,Orient Green Power Company Limited,Utilities,Power,Independent Power Producers,Energy & Power
GRINDWELL,Grindwell Norton Limited,Industrials,Capital Goods,Industrial Machinery,Capital Goods
GRINFRA,G R Infraprojects Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
GRMOVER,GRM Overseas Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
GROBTEA,The Grob Tea Company Limited,Consumer Defensive,FMCG,Farm Products,FMCG
GROWW,Billionbrains Garage Ventures Limited,Financial Services,Finance,Capital Markets,Banking & Finance
GRPLTD,GRP Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
GRSE,Garden Reach Shipbuilders & Engineers Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
GRWRHITECH,Garware Hi-Tech Films Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
GSFC,Gujarat State Fertilizers & Chemicals Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
GSLSU,Global Surfaces Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
GSPL,Gujarat State Petronet Limited,Energy,Oil & Gas,"Oil, Gas & Consumable Fuels",Oil & Gas
GSS,GSS Infotech Limited,Technology,IT Services & Consulting,IT Services,IT
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,Consumer Defensive,Education,Education & Training,Services
GTL,GTL Limited,Technology,Hardware,Hardware & Networking,IT
GTLINFRA,GTL Infrastructure Limited,Technology,Hardware,Hardware & Networking,IT
GTPL,GTPL Hathway Limited,Communication Services,Media,Broadcasting,Media & Telecom
GUFICBIO,Gufic Biosciences Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
GUJALKALI,Gujarat Alkalies and Chemicals Limited,Basic Materials,Chemicals,Chemicals,Chemicals
GUJAPOLLO,Gujarat Apollo Industries Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
GUJGASLTD,Gujarat Gas Limited,Energy,Oil & Gas,"Oil, Gas & Consumable Fuels",Oil & Gas
GUJRAFFIA,Gujarat Raffia Industries Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
GUJTHEM,Gujarat Themis Biosyn Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
GULFOILLUB,Gulf Oil Lubricants India Limited,Consumer Defensive,FMCG,Agro Chemicals,FMCG
GULFPETRO,GP Petroleums Limited,Energy,Oil & Gas,Oil & Gas Refining & Marketing,Oil & Gas
GULPOLY,Gulshan Polyols Limited,Basic Materials,Chemicals,Chemicals,Chemicals
GVKPIL,GVK Power & Infrastructure Limited,Utilities,Power,Independent Power Producers,Energy & Power
GVPIL,GE Power India Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
GVPTECH,GVP Infotech Limited,Technology,IT Services & Consulting,IT Services,IT
GVT&D,GE Vernova T&D India Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
HAL,Hindustan Aeronautics Limited,Industrials,Defence,Defence & Aerospace,Defence & Aerospace
HALEOSLABS,HALEOS LABS LIMITED,Healthcare,Pharma,Biotechnology,Pharma & Healthcare
HAPPSTMNDS,Happiest Minds Technologies Limited,Technology,IT Services & Consulting,IT Services,IT
HAPPYFORGE,Happy Forgings Limited,Industrials,Capital Goods,Metal Fabrication,Capital Goods
HARDWYN,Hardwyn India Limited,Industrials,Capital Goods,Building Products & Equipment,Capital Goods
HARIOMPIPE,Hariom Pipe Industries Limited,Basic Materials,Metals,Steel,Metals & Mining
HARRMALAYA,Harrisons  Malayalam Limited,Consumer Defensive,FMCG,Farm Products,FMCG
HARSHA,Harsha Engineers International Limited,Industrials,Capital Goods,Tools & Accessories,Capital Goods
HATHWAY,Hathway Cable & Datacom Limited,Communication Services,Media,Entertainment,Media & Telecom
HATSUN,Hatsun Agro Product Limited,Consumer Defensive,FMCG,Food Processing,FMCG
HAVELLS,Havells India Limited,Industrials,Capital Goods,Electrical Equipment,Capital Goods
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,Consumer Cyclical,Hospitality,Hotels & Lodging,Hospitality & Travel
HBLENGINE,HBL Engineering Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
HBSL,HB Stockholdings Limited,Financial Services,Finance,Capital Markets,Banking & Finance
HCC,Hindustan Construction Company Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
HCG,Healthcare Global Enterprises Limited,Healthcare,Healthcare Services,Healthcare Services,Pharma & Healthcare
HCL-INSYS,HCL Infosystems Limited,Technology,IT Services & Consulting,IT Services,IT
HCLTECH,HCL Technologies Limited,Technology,IT Services & Consulting,IT Services,IT
HDBFS,HDB Financial Services Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Finance,Financial Services,Banking & Finance
HDFCBANK,HDFC Bank Limited,Financial Services,Banking,Banks,Banking & Finance
HDFCLIFE,HDFC Life Insurance Company Limited,Financial Services,Finance,Financial Services,Banking & Finance
HDIL,Housing Development and Infrastructure Limited,Real Estate,Realty,Real Estate - Diversified,Realty
HEADSUP,Heads UP Ventures Limited,Consumer Cyclical,Retail,Apparel Retail,Textiles & Apparel
HECPROJECT,HEC Infra Projects Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
HEG,HEG Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
HEIDELBERG,HeidelbergCement India Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
HEMIPROP,Hemisphere Properties India Limited,Real Estate,Realty,Real Estate - Diversified,Realty
HERANBA,Heranba Industries Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
HERITGFOOD,Heritage Foods Limited,Consumer Defensive,FMCG,Food Processing,FMCG
HEROMOTOCO,Hero MotoCorp Limited,Consumer Cyclical,Automobile,Automobile,Auto
HESTERBIO,Hester Biosciences Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
HEUBACHIND,Heubach Colorants India Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
HEXATRADEX,Hexa Tradex Limited,Financial Services,Finance,Credit Services,Banking & Finance
HEXT,Hexaware Technologies Limited,Technology,IT Services & Consulting,IT Services,IT
HFCL,HFCL Limited,Technology,Hardware,Hardware & Networking,IT
HGINFRA,H.G. Infra Engineering Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
HGM,HandsOn Global Management (HGM) Limited,Technology,IT Services & Consulting,IT Services,IT
HGS,Hinduja Global Solutions Limited,Technology,IT Services & Consulting,IT Services,IT
HIKAL,Hikal Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
HILINFRA,Highway Infrastructure Limited,Industrials,Infrastructure,Infrastructure Operations,Capital Goods
HILTON,Hilton Metal Forging Limited,Industrials,Capital Goods,Metal Fabrication,Capital Goods
HILTON-RE1,Hilton Metal Forging Ltd-RE,Basic Materials,Metals,Metals & Mining,Metals & Mining
HIMATSEIDE,Himatsingka Seide Limited,Consumer Cyclical,Textile,Fashion & Textile,Textiles & Apparel
HINDALCO,Hindalco Industries Limited,Basic Materials,Metals,Metals & Mining,Metals & Mining
HINDCOMPOS,Hindustan Composites Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
HINDCON,Hindcon Chemicals Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
HINDCOPPER,Hindustan Copper Limited,Basic Materials,Metals,Metals & Mining,Metals & Mining
HINDOILEXP,Hindustan Oil Exploration Company Limited,Energy,Oil & Gas,Oil & Gas Exploration & Production,Oil & Gas
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,Oil & Gas,"Oil, Gas & Consumable Fuels",Oil & Gas
HINDUNILVR,Hindustan Unilever Limited,Consumer Defensive,FMCG,FMCG,FMCG
HINDWAREAP,Hindware Home Innovation Limited,Consumer Cyclical,Consumer Goods,"Furnishings, Fixtures & Appliances",Consumer Goods
HINDZINC,Hindustan Zinc Limited,Basic Materials,Metals,Metals & Mining,Metals & Mining
HIRECT,Hind Rectifiers Limited,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
HISARMETAL,Hisar Metal Industries Limited,Basic Materials,Metals,Steel,Metals & Mining
HITECH,Hi-Tech Pipes Limited,Basic Materials,Metals,Steel,Metals & Mining
HITECHCORP,Hitech Corporation Limited,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
HITECHGEAR,The Hi-Tech Gears Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
HLEGLAS,HLE Glascoat Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
HLVLTD,HLV LIMITED,Consumer Cyclical,Hospitality,Hotels & Lodging,Hospitality & Travel
HMAAGRO,HMA Agro Industries Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
HMT,HMT Limited,Industrials,Capital Goods,Farm & Heavy Construction Machinery,Capital Goods
HMVL,Hindustan Media Ventures Limited,Communication Services,Media,Publishing,Media & Telecom
HNDFDS,Hindustan Foods Limited,Industrials,Diversified,Conglomerates,Capital Goods
HOMEFIRST,Home First Finance Company India Limited,Financial Services,Finance,Financial Services,Banking & Finance
HONASA,Honasa Consumer Limited,Consumer Defensive,FMCG,FMCG,FMCG
HONAUT,Honeywell Automation India Limited,Industrials,Capital Goods,Consumer Electronics,Consumer Goods
HONDAPOWER,Honda India Power Products Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
HPAL,HP Adhesives Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
