Symbol,Company Name,NSE Macro Sector,NSE Sector,NSE Industry,Heatmap Sector
PAGEIND,Page Industries Limited,Consumer Cyclical,Textile,Fashion & Textile,Textiles & Apparel
PAISALO,Paisalo Digital Limited,Financial Services,Finance,Credit Services,Banking & Finance
PAKKA,PAKKA LIMITED,Basic Materials,Paper,Paper & Pulp,Paper & Pulp
PALASHSECU,Palash Securities Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
PALREDTEC,Palred Technologies Limited,Technology,Hardware,Consumer Electronics,IT
PANACEABIO,Panacea Biotec Limited,Healthcare,Pharma,Biotechnology,Pharma & Healthcare
PANACHE,Panache Digilife Limited,Technology,Hardware,Communication Equipment,IT
PANAMAPET,Panama Petrochem Limited,Energy,Oil & Gas,Oil & Gas Refining & Marketing,Oil & Gas
PANSARI,Pansari Developers Limited,Real Estate,Realty,Real Estate Development,Realty
PAR,Par Drugs And Chemicals Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
PARACABLES,Paramount Communications Limited,Technology,Hardware,Communication Equipment,IT
PARADEEP,Paradeep Phosphates Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
PARAGMILK,Parag Milk Foods Limited,Consumer Defensive,FMCG,FMCG,FMCG
PARAS,Paras Defence and Space Technologies Limited,Industrials,Defence,Aerospace & Defence,Defence & Aerospace
PARASPETRO,Paras Petrofils Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
PARKHOSPS,Park Medi World Limited,Healthcare,Healthcare Services,Medical Care Facilities,Pharma & Healthcare
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,Consumer Cyclical,Hospitality,Hotels & Lodging,Hospitality & Travel
PARSVNATH,Parsvnath Developers Limited,Real Estate,Realty,Real Estate Development,Realty
PASHUPATI,Pashupati Cotspin Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
PASUPTAC,Pasupati Acrylon Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
PATANJALI,Patanjali Foods Limited,Consumer Defensive,FMCG,FMCG,FMCG
PATELENG,Patel Engineering Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
PATELRMART,Patel Retail Limited,Consumer Cyclical,Retail,Department Stores,Consumer Goods
PATINTLOG,Patel Integrated Logistics Limited,Industrials,Logistics,Integrated Freight & Logistics,Logistics
PAUSHAKLTD,Paushak Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
PAVNAIND,Pavna Industries Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
PAYTM,One 97 Communications Limited,Financial Services,Finance,Financial Services,Banking & Finance
PCBL,PCBL Chemical Limited,Basic Materials,Chemicals,Chemicals,Chemicals
PCJEWELLER,PC Jeweller Limited,Consumer Cyclical,Retail,Luxury Goods,Consumer Goods
PDMJEPAPER,Pudumjee Paper Products Limited,Basic Materials,Paper,Paper & Pulp,Paper & Pulp
PDSL,PDS Limited,Industrials,Services,Specialty Business Services,Services
PEARLPOLY,Pearl Polymers Limited,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
PENIND,Pennar Industries Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
PENINLAND,Peninsula Land Limited,Real Estate,Realty,Real Estate Development,Realty
PERSISTENT,Persistent Systems Limited,Technology,IT Services & Consulting,IT Services,IT
PETRONET,Petronet LNG Limited,Energy,Oil & Gas,"Oil, Gas & Consumable Fuels",Oil & Gas
PFC,Power Finance Corporation Limited,Financial Services,Finance,Financial Services,Banking & Finance
PFIZER,Pfizer Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
PFOCUS,Prime Focus Limited,Communication Services,Media,Entertainment,Media & Telecom
PFS,PTC India Financial Services Limited,Financial Services,Finance,Credit Services,Banking & Finance
PGEL,PG Electroplast Limited,Consumer Cyclical,Consumer Goods,Consumer Durables,Consumer Goods
PGHH,Procter & Gamble Hygiene and Health Care Limited,Consumer Defensive,FMCG,FMCG,FMCG
PGHL,Procter & Gamble Health Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
PGIL,Pearl Global Industries Limited,Consumer Cyclical,Textile,Apparel Manufacturing,Textiles & Apparel
PHOENIXLTD,The Phoenix Mills Limited,Real Estate,Realty,Realty,Realty
PICCADIL,Piccadily Agro Industries Limited,Consumer Defensive,FMCG,Beverages - Alcoholic,FMCG
PIDILITIND,Pidilite Industries Limited,Basic Materials,Chemicals,Chemicals,Chemicals
PIGL,Power & Instrumentation (Gujarat) Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
PIIND,PI Industries Limited,Consumer Defensive,FMCG,Agro Chemicals,FMCG
PILANIINVS,Pilani Investment and Industries Corporation Limited,Financial Services,Finance,Asset Management,Banking & Finance
PILITA,PIL ITALICA LIFESTYLE LIMITED,Consumer Cyclical,Consumer Goods,"Furnishings, Fixtures & Appliances",Consumer Goods
PINELABS,Pine Labs Limited,Financial Services,Finance,FinTech,Banking & Finance
PIONEEREMB,Pioneer Embroideries Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
PIRAMALFIN,Piramal Finance Limited,Financial Services,Finance,Credit Services,Banking & Finance
PITTIENG,Pitti Engineering Limited,Industrials,Capital Goods,Metal Fabrication,Capital Goods
PIXTRANS,Pix Transmissions Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
PKTEA,The Peria Karamalai Tea & Produce Company Limited,Consumer Defensive,FMCG,Farm Products,FMCG
PLASTIBLEN,Plastiblends India Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
PLATIND,Platinum Industries Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
PLAZACABLE,Plaza Wires Limited,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
PNB,Punjab National Bank,Financial Services,Banking,Banks,Banking & Finance
PNBGILTS,PNB Gilts Limited,Financial Services,Finance,Capital Markets,Banking & Finance
PNBHOUSING,PNB Housing Finance Limited,Financial Services,Finance,Financial Services,Banking & Finance
PNC,Pritish Nandy Communications Limited,Communication Services,Media,Entertainment,Media & Telecom
PNCINFRA,PNC Infratech Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
PNGJL,P N Gadgil Jewellers Limited,Consumer Cyclical,Retail,Luxury Goods,Consumer Goods
POCL,Pondy Oxides & Chemicals Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
PODDARMENT,Poddar Pigments Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
POKARNA,Pokarna Limited,Industrials,Capital Goods,Building Products & Equipment,Capital Goods
POLICYBZR,PB Fintech Limited,Financial Services,Finance,Financial Services,Banking & Finance
POLYCAB,Polycab India Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
POLYMED,Poly Medicure Limited,Healthcare,Medical Devices,Medical Equipment,Pharma & Healthcare
POLYPLEX,Polyplex Corporation Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
PONNIERODE,Ponni Sugars (Erode) Limited,Consumer Defensive,FMCG,Confectioners,FMCG
POONAWALLA,Poonawalla Fincorp Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
POWERGRID,Power Grid Corporation of India Limited,Utilities,Power,Power Generation & Distribution,Energy & Power
POWERINDIA,Hitachi Energy India Limited,Utilities,Power,Power Generation & Distribution,Energy & Power
POWERMECH,Power Mech Projects Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
PPAP,PPAP Automotive Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
PPL,Prakash Pipes Limited,Industrials,Capital Goods,Building Products & Equipment,Capital Goods
PPLPHARMA,Piramal Pharma Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
PRABHA,Prabha Energy Limited,Energy,Oil & Gas,Oil & Gas Exploration & Production,Oil & Gas
PRAENG,Prajay Engineers Syndicate Limited,Real Estate,Realty,Real Estate Development,Realty
PRAJIND,Praj Industries Limited,Healthcare,Pharma,Biotechnology,Pharma & Healthcare
PRAKASH,Prakash Industries Limited,Basic Materials,Metals,Steel,Metals & Mining
PRAKASHSTL,Prakash Steelage Limited,Basic Materials,Metals,Steel,Metals & Mining
PRAXIS,Praxis Home Retail Limited,Consumer Cyclical,Retail,Specialty Retail,Consumer Goods
PRECAM,Precision Camshafts Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
PRECOT,Precot Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
PRECWIRE,Precision Wires India Limited,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
PREMEXPLN,Premier Explosives Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
PREMIER,Premier Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
PREMIERENE,Premier Energies Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
PREMIERPOL,Premier Polyfilm Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
PRESTIGE,Prestige Estates Projects Limited,Real Estate,Realty,Realty,Realty
PRICOLLTD,Pricol Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
PRIMESECU,Prime Securities Limited,Financial Services,Finance,Capital Markets,Banking & Finance
PRIMO,Primo Chemicals Limited,Basic Materials,Chemicals,Chemicals,Chemicals
PRINCEPIPE,Prince Pipes And Fittings Limited,Industrials,Capital Goods,Building Products & Equipment,Capital Goods
PRITI,Priti International Limited,Consumer Cyclical,Consumer Goods,"Furnishings, Fixtures & Appliances",Consumer Goods
PRITIKAUTO,Pritika Auto Industries Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
PRIVISCL,Privi Speciality Chemicals Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
PROSTARM,Prostarm Info Systems Limited,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
PROTEAN,Protean eGov Technologies Limited,Technology,IT Services & Consulting,IT Services,IT
PROZONER,Prozone Realty Limited,Real Estate,Realty,Real Estate - Diversified,Realty
PRSMJOHNSN,Prism Johnson Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
PRUDENT,Prudent Corporate Advisory Services Limited,Financial Services,Finance,Asset Management,Banking & Finance
PRUDMOULI,Prudential Sugar Corporation Limited,Consumer Defensive,FMCG,Confectioners,FMCG
PSB,Punjab & Sind Bank,Financial Services,Banking,Banks - Regional,Banking & Finance
PSPPROJECT,PSP Projects Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
PTC,PTC India Limited,Technology,Software,Software Products,IT
PTCIL,PTC Industries Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
PTL,PTL Enterprises Limited,Real Estate,Realty,Real Estate Services,Realty
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,Basic Materials,Chemicals,Chemicals,Chemicals
PURVA,Puravankara Limited,Real Estate,Realty,Real Estate,Realty
PVP,PVP Ventures Limited,Industrials,Diversified,Conglomerates,Capital Goods
PVRINOX,PVR INOX Limited,Communication Services,Media,Media & Entertainment,Media & Telecom
PVSL,Popular Vehicles and Services Limited,Consumer Cyclical,Automobile,Auto & Truck Dealerships,Auto
PWL,Physicswallah Limited,Technology,Software,EdTech,IT
PYRAMID,Pyramid Technoplast Limited,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
QPOWER,Quality Power Electrical Equipments Limited,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
QUADFUTURE,Quadrant Future Tek Limited,Industrials,Logistics,Railroads,Logistics
QUESS,Quess Corp Limited,Technology,IT Services & Consulting,BPO / ITeS,IT
QUICKHEAL,Quick Heal Technologies Limited,Technology,Software,Software Products,IT
RACE,Race Eco Chain Limited,Industrials,Environment,Waste Management,Capital Goods
RACLGEAR,RACL Geartech Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
RADAAN,Radaan Mediaworks India Limited,Communication Services,Media,Entertainment,Media & Telecom
RADHIKAJWE,Radhika Jeweltech Limited,Consumer Cyclical,Retail,Luxury Goods,Consumer Goods
RADIANTCMS,Radiant Cash Management Services Limited,Financial Services,Finance,Financial Services,Banking & Finance
RADICO,Radico Khaitan Limited,Consumer Defensive,FMCG,Beverages,FMCG
RADIOCITY,Music Broadcast Limited,Communication Services,Media,Broadcasting,Media & Telecom
RAILTEL,Railtel Corporation Of India Limited,Technology,Hardware,Hardware & Networking,IT
RAIN,Rain Industries Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
RAINBOW,Rainbow Childrens Medicare Limited,Healthcare,Healthcare Services,Healthcare Services,Pharma & Healthcare
RAJESHEXPO,Rajesh Exports Limited,Consumer Cyclical,Retail,Luxury Goods,Consumer Goods
RAJMET,Rajnandini Metal Limited,Basic Materials,Metals,Copper,Metals & Mining
RAJOOENG,Rajoo Engineers Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
RAJRATAN,Rajratan Global Wire Limited,Basic Materials,Metals,Steel,Metals & Mining
RAJRILTD,Raj Rayon Industries Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
RAJSREESUG,Rajshree Sugars & Chemicals Limited,Consumer Defensive,FMCG,Confectioners,FMCG
RAJTV,Raj Television Network Limited,Communication Services,Media,Broadcasting,Media & Telecom
RALLIS,Rallis India Limited,Consumer Defensive,FMCG,Agro Chemicals,FMCG
RAMANEWS,Shree Rama Newsprint Limited,Consumer Defensive,FMCG,Beverages - Non-Alcoholic,FMCG
RAMAPHO,Rama Phosphates Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
RAMASTEEL,Rama Steel Tubes Limited,Basic Materials,Metals,Steel,Metals & Mining
RAMCOCEM,The Ramco Cements Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
RAMCOIND,Ramco Industries Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
RAMCOSYS,Ramco Systems Limited,Technology,Software,Software Products,IT
RAMKY,Ramky Infrastructure Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
RAMRAT,Ram Ratna Wires Limited,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
RANASUG,Rana Sugars Limited,Consumer Defensive,FMCG,Confectioners,FMCG
RANEHOLDIN,Rane Holdings Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
RATEGAIN,Rategain Travel Technologies Limited,Technology,Software,Software - Application,IT
RATNAMANI,Ratnamani Metals & Tubes Limited,Basic Materials,Metals,Steel,Metals & Mining
RATNAVEER,Ratnaveer Precision Engineering Limited,Basic Materials,Metals,Steel,Metals & Mining
RAYMOND,Raymond Limited,Consumer Cyclical,Textile,Fashion & Textile,Textiles & Apparel
RAYMONDLSL,Raymond Lifestyle Limited,Consumer Cyclical,Textile,Apparel Manufacturing,Textiles & Apparel
RAYMONDREL,Raymond Realty Limited,Real Estate,Realty,Real Estate Development,Realty
RBA,Restaurant Brands Asia Limited,Consumer Cyclical,Hospitality,Restaurants,Hospitality & Travel
RBLBANK,RBL Bank Limited,Financial Services,Banking,Banks,Banking & Finance
RBZJEWEL,RBZ Jewellers Limited,Consumer Cyclical,Retail,Luxury Goods,Consumer Goods
RCF,Rashtriya Chemicals and Fertilizers Limited,Basic Materials,Chemicals,Chemicals,Chemicals
RCOM,Reliance Communications Limited,Communication Services,Telecom,Telecom Services,Media & Telecom
RECLTD,REC Limited,Financial Services,Finance,Financial Services,Banking & Finance
REDINGTON,Redington Limited,Technology,Hardware,Hardware & Networking,IT
REDTAPE,Redtape Limited,Consumer Cyclical,Retail,Footwear & Accessories,Textiles & Apparel
REFEX,Refex Industries Limited,Energy,Coal,Thermal Coal,Metals & Mining
REGAAL,Regaal Resources Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
REGENCERAM,Regency Ceramics Limited,Industrials,Capital Goods,Building Products & Equipment,Capital Goods
RELAXO,Relaxo Footwears Limited,Consumer Cyclical,Retail,Footwear & Accessories,Textiles & Apparel
RELCHEMQ,Reliance Chemotex Industries Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
RELIABLE,Reliable Data Services Limited,Technology,IT Services & Consulting,IT Services,IT
RELIANCE,Reliance Industries Limited,Energy,Oil & Gas,Oil & Gas,Oil & Gas
RELIGARE,Religare Enterprises Limited,Financial Services,Insurance,Life Insurance,Banking & Finance
RELTD,Ravindra Energy Limited,Technology,Clean Energy,Solar Technology,Energy & Power
REMSONSIND,Remsons Industries Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
RENUKA,Shree Renuka Sugars Limited,Consumer Defensive,FMCG,Confectioners,FMCG
REPCOHOME,Repco Home Finance Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
REPL,Rudrabhishek Enterprises Limited,Industrials,Services,Consulting Services,Services
REPRO,Repro India Limited,Industrials,Services,Specialty Business Services,Services
RESPONIND,Responsive Industries Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
RETAIL,JHS Svendgaard Retail Ventures Limited,Consumer Defensive,FMCG,Grocery & Retail,FMCG
RGL,Renaissance Global Limited,Consumer Cyclical,Retail,Luxury Goods,Consumer Goods
RHETAN,Rhetan TMT Limited,Basic Materials,Metals,Steel,Metals & Mining
RHFL,Reliance Home Finance Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
RHIM,RHI MAGNESITA INDIA LIMITED,Industrials,Capital Goods,Capital Goods,Capital Goods
RHL,Robust Hotels Limited,Consumer Cyclical,Hospitality,Hotels & Lodging,Hospitality & Travel
RICOAUTO,Rico Auto Industries Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
RIIL,Reliance Industrial Infrastructure Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
RISHABH,Rishabh Instruments Limited,Technology,Hardware,Scientific & Technical Instruments,IT
RITCO,Ritco Logistics Limited,Industrials,Logistics,Integrated Freight & Logistics,Logistics
RITES,RITES Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
